carname,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,seats,city
BMW X5,2013,140822,Hybrid,Individual,Automatic,Second Owner,14.77,966,7,Ahmedabad
BMW X5,2018,159434,Diesel,Individual,Manual,First Owner,27.11,1460,7,Ahmedabad
BMW X5,2005,101294,CNG,Individual,Manual,Second Owner,30.69,1678,7,Hyderabad
BMW X5,2012,103317,Electric,Dealer,Automatic,First Owner,12.79,931,7,Delhi
BMW X5,2002,151214,Hybrid,Individual,Automatic,Second Owner,12.07,1498,5,Jaipur
BMW 3 Series,2012,122387,CNG,Dealer,Manual,First Owner,21.35,1074,11,Chennai
BMW 3 Series,2010,118387,CNG,Dealer,Manual,First Owner,11.59,1524,5,Chennai
BMW 3 Series,2000,158561,Diesel,Dealer,Manual,Second Owner,23.35,1559,5,Pune
BMW 3 Series,2016,111895,Electric,Individual,Automatic,Second Owner,30.18,1740,5,Pune
BMW 3 Series,2021,77684,Diesel,Individual,Manual,First Owner,10.98,1901,7,Jaipur
BMW 3 Series,2013,37399,Electric,Individual,Automatic,First Owner,38.98,1468,7,Mumbai
BMW 3 Series,2022,46359,Petrol,Dealer,Manual,First Owner,15.44,1052,5,Jaipur
BMW 3 Series,2006,49383,CNG,Dealer,Manual,Second Owner,34.72,1759,11,Pune
BMW 3 Series,2023,6240,Diesel,Dealer,Automatic,Second Owner,11.6,1333,5,Ahmedabad
BMW 3 Series,2020,85304,Electric,Individual,Manual,First Owner,25.96,1413,11,Delhi
BMW 3 Series,2020,64345,Diesel,Dealer,Manual,Second Owner,33.61,1106,5,Jaipur
BMW 3 Series,2014,57629,Petrol,Dealer,Automatic,Second Owner,25.89,1884,11,Kolkata
BMW 3 Series,2023,151171,Electric,Individual,Manual,First Owner,21.05,1133,5,Pune
BMW 3 Series,2002,148917,Diesel,Individual,Manual,First Owner,23.38,860,11,Jaipur
BMW 3 Series,2016,63787,Petrol,Dealer,Manual,Second Owner,13.3,1792,7,Hyderabad
BMW 3 Series,2011,191467,Petrol,Individual,Manual,Second Owner,26.99,1477,7,Delhi
BMW 3 Series,2017,125899,CNG,Individual,Manual,Second Owner,27.39,1608,11,Jaipur
BMW 3 Series,2010,71833,Electric,Dealer,Manual,Second Owner,35.34,1303,7,Hyderabad
BMW 3 Series,2015,165378,Petrol,Individual,Manual,First Owner,19.71,1421,11,Surat
BMW 3 Series,2021,185503,Electric,Dealer,Manual,First Owner,14.65,1729,11,Jaipur
BMW 3 Series,2017,148487,CNG,Individual,Automatic,Second Owner,17.03,1399,11,Jaipur
BMW 3 Series,2017,106987,Hybrid,Individual,Manual,Second Owner,29.25,1789,11,Kolkata
BMW 3 Series,2011,158354,CNG,Dealer,Manual,Second Owner,35.09,1949,7,Ahmedabad
BMW 3 Series,2008,101529,Hybrid,Individual,Automatic,First Owner,36.17,1031,11,Delhi
BMW 3 Series,2010,3461,Diesel,Individual,Automatic,First Owner,38.45,1299,5,Delhi
BMW 3 Series,2020,190691,Petrol,Dealer,Automatic,First Owner,18.66,877,11,Hyderabad
BMW 3 Series,2000,89938,Petrol,Individual,Automatic,Second Owner,34.03,1440,11,Chennai
BMW 3 Series,2019,51582,Petrol,Dealer,Automatic,Second Owner,15.43,1515,5,Delhi
BMW 3 Series,2021,115011,CNG,Dealer,Automatic,Second Owner,18.5,1483,11,Hyderabad
BMW 3 Series,2008,23137,Electric,Dealer,Manual,First Owner,37.13,1245,11,Surat
BMW 3 Series,2019,153239,Electric,Individual,Automatic,First Owner,17.84,1880,11,Jaipur
BMW 3 Series,2011,126563,Electric,Dealer,Automatic,Second Owner,36.91,940,5,Kolkata
BMW 3 Series,2010,76358,Diesel,Individual,Automatic,First Owner,34.91,1352,11,Mumbai
BMW 3 Series,2018,3373,Hybrid,Dealer,Manual,First Owner,26.32,1471,7,Jaipur
BMW 3 Series,2019,105705,Hybrid,Dealer,Automatic,Second Owner,15.84,1629,11,Chennai
BMW 3 Series,2007,77124,Electric,Individual,Manual,First Owner,31.39,1618,5,Hyderabad
BMW 3 Series,2017,83506,Hybrid,Individual,Automatic,Second Owner,31.24,1934,5,Surat
BMW 3 Series,2020,45370,Electric,Individual,Manual,First Owner,26.33,1394,11,Surat
BMW 3 Series,2019,134406,Electric,Individual,Manual,First Owner,26.21,1133,5,Delhi
BMW 3 Series,2003,48940,CNG,Individual,Manual,Second Owner,30.21,1807,7,Jaipur
BMW 3 Series,2014,180644,CNG,Dealer,Manual,First Owner,21.78,1038,7,Pune
BMW 3 Series,2009,147914,Hybrid,Individual,Automatic,Second Owner,28.9,1479,7,Delhi
BMW 3 Series,2014,163309,CNG,Dealer,Automatic,Second Owner,16.57,1387,11,Pune
BMW 3 Series,2001,163181,Electric,Individual,Manual,First Owner,36.66,1500,11,Pune
BMW 3 Series,2011,30221,Electric,Individual,Automatic,First Owner,34.48,1043,11,Chennai
BMW 3 Series,2013,81959,Diesel,Individual,Automatic,Second Owner,29.82,874,5,Chennai
BMW 3 Series,2016,110403,Hybrid,Individual,Manual,First Owner,23.91,1562,5,Kolkata
BMW 3 Series,2004,38714,Hybrid,Individual,Automatic,First Owner,15.39,1029,5,Jaipur
BMW 3 Series,2008,188661,CNG,Dealer,Manual,Second Owner,13.72,1877,11,Delhi
BMW 3 Series,2009,73540,Hybrid,Dealer,Automatic,First Owner,30.69,869,7,Kolkata
MERCEDES-BENZ A-Class,2017,101755,Electric,Dealer,Manual,First Owner,26.12,1031,7,Hyderabad
MERCEDES-BENZ A-Class,2007,156928,Electric,Individual,Automatic,Second Owner,16.76,1608,5,Hyderabad
MERCEDES-BENZ A-Class,2021,141559,Petrol,Dealer,Automatic,Second Owner,24.54,1174,5,Pune
MERCEDES-BENZ A-Class,2016,148903,Diesel,Individual,Automatic,Second Owner,27.74,1642,11,Pune
MERCEDES-BENZ A-Class,2004,85772,Electric,Dealer,Manual,First Owner,27.26,1732,5,Surat
MERCEDES-BENZ A-Class,2003,179198,Electric,Individual,Automatic,First Owner,39.23,1767,11,Kolkata
MERCEDES-BENZ A-Class,2003,146000,Electric,Dealer,Manual,Second Owner,39.39,1682,7,Chennai
MERCEDES-BENZ A-Class,2022,42456,Diesel,Dealer,Automatic,Second Owner,29.39,876,11,Mumbai
MERCEDES-BENZ A-Class,2014,84554,Electric,Dealer,Automatic,First Owner,19.74,1054,7,Surat
MERCEDES-BENZ A-Class,2008,65319,Petrol,Dealer,Manual,First Owner,16.72,1888,7,Chennai
MERCEDES-BENZ A-Class,2008,99769,Electric,Dealer,Manual,First Owner,32.66,1832,5,Hyderabad
MERCEDES-BENZ A-Class,2017,192983,CNG,Dealer,Automatic,Second Owner,38.61,813,5,Mumbai
MERCEDES-BENZ A-Class,2014,140544,Diesel,Individual,Manual,First Owner,22.7,1474,7,Surat
MERCEDES-BENZ A-Class,2019,182348,Diesel,Dealer,Manual,Second Owner,36.27,1003,11,Kolkata
MERCEDES-BENZ A-Class,2010,179935,Hybrid,Individual,Manual,First Owner,25.45,1569,11,Jaipur
MERCEDES-BENZ A-Class,2013,168050,Petrol,Dealer,Automatic,First Owner,39.71,955,11,Mumbai
MERCEDES-BENZ A-Class,2018,115904,Diesel,Individual,Automatic,Second Owner,12.74,1259,11,Surat
MERCEDES-BENZ A-Class,2010,36042,Diesel,Dealer,Automatic,First Owner,17.19,1231,7,Mumbai
MERCEDES-BENZ A-Class,2004,115852,CNG,Dealer,Manual,First Owner,37.76,1025,7,Bangalore
MERCEDES-BENZ A-Class,2010,89286,Petrol,Individual,Manual,Second Owner,21.05,1124,5,Delhi
MERCEDES-BENZ A-Class,2013,87164,Petrol,Individual,Automatic,First Owner,35.37,1738,11,Hyderabad
MERCEDES-BENZ A-Class,2021,93973,Petrol,Individual,Manual,First Owner,16.06,1844,7,Pune
MERCEDES-BENZ A-Class,2007,197019,Petrol,Dealer,Manual,Second Owner,38.3,1206,5,Pune
MERCEDES-BENZ A-Class,2009,70969,Diesel,Dealer,Manual,First Owner,26.64,1422,5,Delhi
MERCEDES-BENZ A-Class,2005,143737,Electric,Dealer,Manual,First Owner,15.24,1138,5,Delhi
MERCEDES-BENZ A-Class,2010,10578,Diesel,Individual,Manual,First Owner,25.65,1462,7,Ahmedabad
MERCEDES-BENZ A-Class,2013,71188,Hybrid,Individual,Automatic,Second Owner,36.41,1076,5,Ahmedabad
MERCEDES-BENZ A-Class,2020,196493,Diesel,Individual,Automatic,Second Owner,17.87,1024,11,Pune
MERCEDES-BENZ A-Class,2015,117979,Electric,Individual,Automatic,Second Owner,13.81,1200,7,Jaipur
MERCEDES-BENZ A-Class,2013,98348,Diesel,Dealer,Automatic,Second Owner,29.23,1367,5,Surat
MERCEDES-BENZ A-Class,2015,38171,Electric,Individual,Automatic,Second Owner,21.18,1294,5,Bangalore
MERCEDES-BENZ A-Class,2012,114706,Diesel,Individual,Manual,First Owner,13.37,1411,7,Kolkata
MERCEDES-BENZ A-Class,2007,28657,Diesel,Individual,Manual,First Owner,31.64,1546,7,Pune
MERCEDES-BENZ A-Class,2007,178502,Electric,Dealer,Automatic,Second Owner,23.69,1294,11,Chennai
MERCEDES-BENZ A-Class,2017,170076,Hybrid,Individual,Automatic,Second Owner,10.49,1192,7,Kolkata
MERCEDES-BENZ A-Class,2007,179222,Hybrid,Individual,Automatic,Second Owner,35.04,1791,5,Bangalore
MERCEDES-BENZ A-Class,2005,192031,CNG,Individual,Automatic,Second Owner,10.04,1209,7,Hyderabad
MERCEDES-BENZ A-Class,2021,31107,Petrol,Dealer,Manual,First Owner,15.68,1852,7,Delhi
MERCEDES-BENZ A-Class,2014,106153,Hybrid,Dealer,Manual,Second Owner,13.27,1749,5,Chennai
MERCEDES-BENZ A-Class,2001,161974,Electric,Individual,Manual,First Owner,26.26,1560,5,Surat
MERCEDES-BENZ A-Class,2022,181933,Electric,Individual,Automatic,First Owner,13.91,1269,7,Kolkata
MERCEDES-BENZ A-Class,2001,26418,Diesel,Dealer,Automatic,Second Owner,20.95,1063,7,Kolkata
MERCEDES-BENZ A-Class,2013,168351,CNG,Dealer,Manual,Second Owner,24.6,1796,5,Jaipur
MERCEDES-BENZ A-Class,2023,168723,Electric,Dealer,Manual,Second Owner,21.9,1091,11,Hyderabad
MERCEDES-BENZ A-Class,2001,192347,Petrol,Individual,Automatic,Second Owner,18.94,1522,7,Pune
MERCEDES-BENZ A-Class,2019,97910,Electric,Individual,Automatic,First Owner,36.39,1881,7,Delhi
MERCEDES-BENZ A-Class,2021,128844,Electric,Individual,Manual,First Owner,17.98,896,5,Jaipur
MERCEDES-BENZ A-Class,2001,38502,CNG,Dealer,Manual,First Owner,30.41,986,7,Surat
MERCEDES-BENZ A-Class,2006,23048,Electric,Individual,Manual,First Owner,22.81,1703,11,Hyderabad
MERCEDES-BENZ A-Class,2012,42325,Hybrid,Dealer,Automatic,Second Owner,13.83,1024,5,Surat
MERCEDES-BENZ C-Class,2019,147420,Diesel,Individual,Automatic,Second Owner,39.94,936,11,Chennai
MERCEDES-BENZ C-Class,2013,22889,Petrol,Dealer,Manual,Second Owner,23.02,1623,11,Jaipur
MERCEDES-BENZ C-Class,2002,24188,Diesel,Dealer,Manual,First Owner,13.65,1556,7,Ahmedabad
MERCEDES-BENZ C-Class,2013,140565,Diesel,Individual,Automatic,Second Owner,17.09,1373,7,Delhi
MERCEDES-BENZ C-Class,2019,84181,Diesel,Dealer,Automatic,First Owner,26.47,1672,7,Pune
MERCEDES-BENZ C-Class,2014,119833,Diesel,Dealer,Automatic,First Owner,17.66,940,5,Surat
MERCEDES-BENZ C-Class,2023,178979,Electric,Individual,Manual,First Owner,35.18,1992,11,Hyderabad
MERCEDES-BENZ C-Class,2020,1893,Petrol,Dealer,Manual,First Owner,35.45,1344,5,Ahmedabad
MERCEDES-BENZ C-Class,2007,110172,Electric,Individual,Manual,First Owner,20.38,1881,5,Jaipur
MERCEDES-BENZ C-Class,2015,184557,Diesel,Dealer,Automatic,First Owner,39.9,1226,5,Pune
MERCEDES-BENZ C-Class,2011,50625,Electric,Dealer,Manual,Second Owner,20.82,1648,11,Hyderabad
MERCEDES-BENZ C-Class,2013,181449,CNG,Dealer,Automatic,First Owner,16.36,1100,5,Mumbai
MERCEDES-BENZ C-Class,2017,152153,Hybrid,Dealer,Manual,Second Owner,14.34,868,7,Jaipur
MERCEDES-BENZ C-Class,2014,59196,CNG,Dealer,Automatic,Second Owner,10.01,1577,7,Ahmedabad
MERCEDES-BENZ C-Class,2019,167880,Electric,Dealer,Automatic,Second Owner,11.83,1706,5,Kolkata
MERCEDES-BENZ C-Class,2009,145197,Electric,Individual,Manual,First Owner,36.67,1095,11,Delhi
MERCEDES-BENZ C-Class,2004,114824,CNG,Individual,Manual,First Owner,38.77,1423,5,Delhi
MERCEDES-BENZ C-Class,2023,124096,Diesel,Individual,Automatic,Second Owner,32.66,1076,5,Mumbai
MERCEDES-BENZ C-Class,2015,28403,Petrol,Dealer,Automatic,First Owner,24.25,1620,7,Chennai
MERCEDES-BENZ C-Class,2020,46124,Diesel,Dealer,Automatic,First Owner,12.13,1397,7,Chennai
MERCEDES-BENZ C-Class,2000,183868,Petrol,Dealer,Manual,First Owner,19.2,1178,7,Chennai
MERCEDES-BENZ C-Class,2010,132883,Electric,Individual,Manual,Second Owner,28.92,925,7,Pune
MERCEDES-BENZ C-Class,2016,76911,Petrol,Individual,Manual,Second Owner,15.49,1919,7,Surat
MERCEDES-BENZ C-Class,2000,190705,Electric,Individual,Automatic,First Owner,21.19,939,11,Bangalore
MERCEDES-BENZ C-Class,2011,90602,CNG,Dealer,Manual,Second Owner,14.59,1784,11,Hyderabad
MERCEDES-BENZ C-Class,2022,159155,Hybrid,Dealer,Automatic,First Owner,38.9,1638,7,Hyderabad
MERCEDES-BENZ C-Class,2020,10978,Electric,Individual,Manual,Second Owner,18.12,1361,7,Jaipur
MERCEDES-BENZ C-Class,2002,194133,Hybrid,Dealer,Manual,Second Owner,23.23,1156,7,Pune
MERCEDES-BENZ C-Class,2021,71295,CNG,Individual,Manual,Second Owner,23.85,997,11,Chennai
MERCEDES-BENZ C-Class,2011,171707,Petrol,Individual,Automatic,Second Owner,19.54,1962,7,Mumbai
MERCEDES-BENZ C-Class,2004,7866,CNG,Individual,Manual,First Owner,23.87,1675,5,Kolkata
MERCEDES-BENZ C-Class,2014,76825,Hybrid,Dealer,Automatic,Second Owner,39.45,1356,11,Jaipur
MERCEDES-BENZ C-Class,2011,110575,CNG,Individual,Automatic,First Owner,36.73,1478,7,Surat
MERCEDES-BENZ C-Class,2010,119986,Petrol,Dealer,Automatic,First Owner,22.9,1976,5,Pune
MERCEDES-BENZ C-Class,2019,136344,Electric,Individual,Manual,Second Owner,16.67,1049,7,Mumbai
MERCEDES-BENZ C-Class,2018,198209,Diesel,Individual,Automatic,Second Owner,21.03,877,7,Ahmedabad
MERCEDES-BENZ C-Class,2013,46396,CNG,Dealer,Manual,Second Owner,10.73,975,5,Chennai
MERCEDES-BENZ C-Class,2016,65983,Hybrid,Individual,Manual,Second Owner,37.68,1951,11,Surat
MERCEDES-BENZ C-Class,2014,175127,Electric,Individual,Automatic,First Owner,21.75,1113,7,Hyderabad
MERCEDES-BENZ C-Class,2001,45228,Diesel,Dealer,Manual,First Owner,24.21,1368,11,Pune
MERCEDES-BENZ C-Class,2006,48252,CNG,Dealer,Manual,First Owner,34.06,1608,5,Ahmedabad
MERCEDES-BENZ C-Class,2006,13342,Electric,Dealer,Manual,First Owner,28.27,1272,7,Mumbai
MERCEDES-BENZ C-Class,2008,136696,CNG,Dealer,Automatic,Second Owner,36.05,1649,11,Kolkata
MERCEDES-BENZ C-Class,2014,1154,Diesel,Dealer,Automatic,First Owner,22.91,816,11,Hyderabad
MERCEDES-BENZ C-Class,2002,121173,CNG,Dealer,Manual,Second Owner,20.74,1679,11,Hyderabad
MERCEDES-BENZ C-Class,2017,25733,CNG,Dealer,Automatic,First Owner,38.85,1267,11,Delhi
MERCEDES-BENZ C-Class,2022,24262,Petrol,Dealer,Manual,First Owner,20.04,1180,7,Bangalore
MERCEDES-BENZ C-Class,2015,176963,Diesel,Individual,Automatic,First Owner,32.7,1699,5,Surat
MERCEDES-BENZ C-Class,2011,145596,Diesel,Dealer,Manual,First Owner,35.58,1916,11,Chennai
MERCEDES-BENZ C-Class,2020,166852,Petrol,Individual,Automatic,First Owner,13.92,1702,7,Kolkata
MERCEDES-BENZ E-Class,2021,101287,CNG,Dealer,Manual,Second Owner,24.1,1342,7,Ahmedabad
MERCEDES-BENZ E-Class,2000,167253,CNG,Individual,Manual,First Owner,22.56,1994,7,Jaipur
MERCEDES-BENZ E-Class,2007,99771,CNG,Dealer,Automatic,Second Owner,33.03,906,5,Pune
MERCEDES-BENZ E-Class,2012,8616,Hybrid,Dealer,Automatic,Second Owner,10.21,1225,7,Jaipur
MERCEDES-BENZ E-Class,2014,44570,Petrol,Individual,Automatic,First Owner,27.56,1861,11,Chennai
MERCEDES-BENZ E-Class,2015,141716,Electric,Dealer,Manual,Second Owner,29.48,1568,11,Bangalore
MERCEDES-BENZ E-Class,2012,46082,Hybrid,Dealer,Automatic,Second Owner,32.01,955,11,Ahmedabad
MERCEDES-BENZ E-Class,2018,53750,CNG,Dealer,Manual,First Owner,37.63,974,7,Pune
MERCEDES-BENZ E-Class,2007,31182,CNG,Dealer,Manual,Second Owner,35.62,921,11,Chennai
MERCEDES-BENZ E-Class,2009,142879,CNG,Dealer,Automatic,Second Owner,21.11,926,7,Mumbai
MERCEDES-BENZ E-Class,2004,105527,CNG,Individual,Manual,Second Owner,26.84,1402,11,Delhi
MERCEDES-BENZ E-Class,2023,73262,CNG,Dealer,Manual,Second Owner,27.78,1988,7,Delhi
MERCEDES-BENZ E-Class,2019,184953,Diesel,Individual,Automatic,Second Owner,28.51,1886,7,Mumbai
MERCEDES-BENZ E-Class,2003,164673,Petrol,Individual,Manual,First Owner,16.7,1854,5,Kolkata
MERCEDES-BENZ E-Class,2011,24589,Diesel,Individual,Automatic,First Owner,23.14,1749,7,Chennai
MERCEDES-BENZ E-Class,2006,21967,Electric,Dealer,Manual,Second Owner,36.58,815,7,Chennai
MERCEDES-BENZ E-Class,2017,17111,CNG,Dealer,Automatic,First Owner,29.96,1872,7,Bangalore
MERCEDES-BENZ E-Class,2008,117787,Diesel,Individual,Manual,First Owner,33.65,1467,5,Kolkata
MERCEDES-BENZ E-Class,2014,162682,Hybrid,Dealer,Automatic,Second Owner,35.09,1826,7,Delhi
MERCEDES-BENZ E-Class,2002,28753,Diesel,Dealer,Automatic,Second Owner,29.87,1257,11,Ahmedabad
MERCEDES-BENZ E-Class,2022,98295,Petrol,Dealer,Automatic,First Owner,22.04,1505,11,Ahmedabad
MERCEDES-BENZ E-Class,2022,140098,Diesel,Dealer,Automatic,First Owner,16.51,1034,7,Ahmedabad
MERCEDES-BENZ E-Class,2005,74129,CNG,Individual,Manual,First Owner,28.81,1275,5,Chennai
MERCEDES-BENZ E-Class,2002,156494,CNG,Dealer,Automatic,Second Owner,34.48,1021,11,Jaipur
MERCEDES-BENZ E-Class,2019,87169,Diesel,Individual,Manual,First Owner,17.1,1846,7,Hyderabad
MERCEDES-BENZ E-Class,2004,114189,Diesel,Dealer,Automatic,First Owner,11.43,1733,7,Hyderabad
MERCEDES-BENZ E-Class,2013,138072,Electric,Dealer,Automatic,Second Owner,24.67,1621,5,Pune
MERCEDES-BENZ E-Class,2015,125544,Petrol,Individual,Automatic,First Owner,17.57,861,7,Jaipur
MERCEDES-BENZ E-Class,2002,47337,Petrol,Individual,Automatic,Second Owner,39.79,1597,7,Surat
MERCEDES-BENZ E-Class,2008,42265,Hybrid,Individual,Automatic,Second Owner,12.0,1188,7,Mumbai
MERCEDES-BENZ E-Class,2012,48345,Electric,Dealer,Manual,First Owner,10.43,1044,5,Pune
MERCEDES-BENZ E-Class,2006,36022,Petrol,Individual,Manual,First Owner,30.55,1923,11,Pune
MERCEDES-BENZ E-Class,2017,14171,Diesel,Individual,Automatic,Second Owner,21.63,1806,5,Hyderabad
MERCEDES-BENZ E-Class,2011,174365,Diesel,Dealer,Manual,First Owner,32.92,1519,7,Bangalore
MERCEDES-BENZ E-Class,2018,106912,Electric,Individual,Manual,Second Owner,16.28,1929,5,Mumbai
MERCEDES-BENZ E-Class,2011,7806,Hybrid,Dealer,Automatic,Second Owner,34.5,1339,7,Delhi
MERCEDES-BENZ E-Class,2017,86229,Hybrid,Dealer,Manual,Second Owner,29.63,1914,11,Hyderabad
MERCEDES-BENZ E-Class,2001,150764,Electric,Dealer,Manual,Second Owner,14.74,1811,7,Chennai
MERCEDES-BENZ E-Class,2017,32303,Petrol,Individual,Automatic,Second Owner,39.07,1871,7,Surat
MERCEDES-BENZ E-Class,2000,44075,Petrol,Individual,Automatic,Second Owner,38.1,1428,5,Ahmedabad
MERCEDES-BENZ E-Class,2006,189275,Petrol,Individual,Automatic,Second Owner,15.25,1025,11,Pune
MERCEDES-BENZ E-Class,2011,102527,Hybrid,Dealer,Manual,Second Owner,24.47,1842,11,Delhi
MERCEDES-BENZ E-Class,2001,70969,Diesel,Dealer,Automatic,First Owner,17.58,1363,5,Hyderabad
MERCEDES-BENZ E-Class,2019,9468,CNG,Dealer,Manual,First Owner,34.09,903,11,Ahmedabad
MERCEDES-BENZ E-Class,2000,156647,CNG,Dealer,Automatic,Second Owner,30.34,1788,11,Bangalore
MERCEDES-BENZ E-Class,2003,61618,Electric,Individual,Automatic,Second Owner,32.49,1973,11,Pune
MERCEDES-BENZ E-Class,2014,192641,CNG,Dealer,Manual,Second Owner,22.9,1407,5,Delhi
MERCEDES-BENZ E-Class,2009,142317,Diesel,Dealer,Automatic,First Owner,35.33,1589,7,Delhi
MERCEDES-BENZ E-Class,2001,72370,Petrol,Individual,Automatic,First Owner,23.61,1020,5,Jaipur
MERCEDES-BENZ E-Class,2011,175917,Electric,Dealer,Manual,First Owner,10.45,1283,11,Hyderabad
MERCEDES-BENZ S-Class,2014,123201,CNG,Individual,Manual,First Owner,29.92,1119,5,Pune
MERCEDES-BENZ S-Class,2007,84160,Petrol,Individual,Automatic,First Owner,39.19,1689,5,Ahmedabad
MERCEDES-BENZ S-Class,2006,76754,CNG,Dealer,Automatic,Second Owner,19.06,1595,5,Surat
MERCEDES-BENZ S-Class,2004,178716,Diesel,Dealer,Automatic,First Owner,23.65,1242,5,Kolkata
MERCEDES-BENZ S-Class,2018,17225,Diesel,Individual,Automatic,Second Owner,39.32,1718,11,Kolkata
MERCEDES-BENZ S-Class,2023,88913,Petrol,Individual,Manual,First Owner,35.68,1057,11,Surat
MERCEDES-BENZ S-Class,2014,166454,Diesel,Dealer,Automatic,First Owner,15.23,1717,5,Mumbai
MERCEDES-BENZ S-Class,2008,167981,Diesel,Dealer,Manual,Second Owner,23.71,941,5,Kolkata
MERCEDES-BENZ S-Class,2001,107209,Petrol,Individual,Manual,First Owner,37.78,1081,5,Kolkata
MERCEDES-BENZ S-Class,2003,122705,Hybrid,Individual,Automatic,Second Owner,22.37,1366,11,Chennai
MERCEDES-BENZ S-Class,2006,81507,Electric,Dealer,Manual,Second Owner,13.24,931,7,Bangalore
MERCEDES-BENZ S-Class,2023,161860,Electric,Individual,Automatic,First Owner,17.69,1482,7,Hyderabad
MERCEDES-BENZ S-Class,2009,88050,Diesel,Dealer,Automatic,Second Owner,21.16,1611,11,Surat
MERCEDES-BENZ S-Class,2016,30233,Diesel,Individual,Manual,Second Owner,18.25,810,11,Pune
MERCEDES-BENZ S-Class,2005,105128,Hybrid,Individual,Automatic,First Owner,16.64,1857,5,Bangalore
MERCEDES-BENZ S-Class,2020,74151,Hybrid,Individual,Manual,First Owner,23.5,1471,7,Chennai
MERCEDES-BENZ S-Class,2000,55215,Electric,Dealer,Manual,Second Owner,34.31,1663,11,Kolkata
MERCEDES-BENZ S-Class,2003,44204,Diesel,Individual,Automatic,First Owner,38.13,1528,5,Chennai
MERCEDES-BENZ S-Class,2003,39215,Diesel,Individual,Automatic,Second Owner,12.32,1020,7,Delhi
MERCEDES-BENZ S-Class,2013,105544,Electric,Individual,Automatic,Second Owner,21.31,1713,5,Bangalore
MERCEDES-BENZ S-Class,2016,136472,CNG,Individual,Automatic,Second Owner,36.5,1567,11,Delhi
MERCEDES-BENZ S-Class,2018,153485,Diesel,Dealer,Manual,Second Owner,30.51,1221,7,Jaipur
MERCEDES-BENZ S-Class,2020,61979,Electric,Individual,Manual,First Owner,38.14,995,11,Jaipur
MERCEDES-BENZ S-Class,2016,89274,Petrol,Individual,Automatic,Second Owner,27.56,1736,11,Hyderabad
MERCEDES-BENZ S-Class,2005,96516,Hybrid,Individual,Manual,First Owner,21.57,1495,11,Pune
MERCEDES-BENZ S-Class,2015,104259,Diesel,Individual,Automatic,First Owner,22.51,1221,7,Hyderabad
MERCEDES-BENZ S-Class,2011,116011,Electric,Dealer,Manual,First Owner,32.14,1300,7,Delhi
MERCEDES-BENZ S-Class,2009,56214,Diesel,Individual,Manual,Second Owner,11.96,1982,11,Ahmedabad
MERCEDES-BENZ S-Class,2014,64776,Petrol,Individual,Automatic,Second Owner,33.23,1764,7,Delhi
MERCEDES-BENZ S-Class,2012,197336,CNG,Individual,Automatic,First Owner,32.37,1993,7,Pune
MERCEDES-BENZ S-Class,2009,81890,Diesel,Individual,Manual,Second Owner,39.16,1977,11,Mumbai
MERCEDES-BENZ S-Class,2000,56457,Hybrid,Individual,Automatic,First Owner,13.03,1413,7,Chennai
MERCEDES-BENZ S-Class,2016,66373,CNG,Individual,Manual,First Owner,24.38,1661,5,Bangalore
MERCEDES-BENZ S-Class,2019,132940,Diesel,Dealer,Automatic,Second Owner,32.66,1918,7,Delhi
MERCEDES-BENZ S-Class,2009,20467,Electric,Individual,Manual,First Owner,29.16,1010,11,Kolkata
MERCEDES-BENZ S-Class,2004,83335,Electric,Individual,Manual,Second Owner,16.77,1451,7,Surat
MERCEDES-BENZ S-Class,2013,53884,Electric,Individual,Automatic,Second Owner,34.64,1082,5,Surat
MERCEDES-BENZ S-Class,2013,66005,Petrol,Individual,Manual,Second Owner,30.65,1781,5,Hyderabad
MERCEDES-BENZ S-Class,2000,8202,CNG,Individual,Manual,Second Owner,23.27,1057,7,Delhi
MERCEDES-BENZ S-Class,2020,139771,CNG,Dealer,Manual,First Owner,25.23,1231,7,Delhi
MERCEDES-BENZ S-Class,2010,20282,Petrol,Individual,Manual,Second Owner,17.47,1854,7,Surat
MERCEDES-BENZ S-Class,2020,109334,Hybrid,Dealer,Manual,Second Owner,30.6,1755,11,Pune
MERCEDES-BENZ S-Class,2017,177042,CNG,Dealer,Automatic,Second Owner,33.94,1271,11,Jaipur
MERCEDES-BENZ S-Class,2011,193821,Diesel,Dealer,Automatic,Second Owner,10.63,1353,11,Kolkata
MERCEDES-BENZ S-Class,2000,104923,CNG,Individual,Automatic,Second Owner,21.95,1576,5,Mumbai
MERCEDES-BENZ S-Class,2018,76003,Diesel,Dealer,Manual,Second Owner,29.02,848,5,Jaipur
MERCEDES-BENZ S-Class,2004,132607,Petrol,Dealer,Manual,Second Owner,20.46,982,7,Delhi
MERCEDES-BENZ S-Class,2012,46322,CNG,Individual,Manual,Second Owner,16.88,1447,7,Mumbai
MERCEDES-BENZ S-Class,2008,197547,Diesel,Individual,Manual,First Owner,19.88,1595,7,Ahmedabad
MERCEDES-BENZ S-Class,2011,37714,Hybrid,Dealer,Manual,Second Owner,15.38,898,11,Hyderabad
AUDI A3,2003,63169,Diesel,Individual,Automatic,First Owner,31.54,1116,11,Chennai
AUDI A3,2014,181788,Electric,Individual,Manual,Second Owner,13.9,1424,11,Jaipur
AUDI A3,2005,36649,Hybrid,Individual,Automatic,First Owner,39.04,1710,11,Jaipur
