carname,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,seats,city
BMW 3 Series,2011,114701,CNG,Dealer,Manual,Second Owner,35.09,1.0,7,Ahmedabad
BMW 3 Series,2008,92213,Hybrid,Individual,Automatic,First Owner,36.17,1.0,11,Delhi
BMW 3 Series,2010,129586,Diesel,Individual,Automatic,First Owner,38.45,1.2,5,Delhi
BMW 3 Series,2020,23444,Petrol,Dealer,Automatic,First Owner,18.66,1.4,11,Hyderabad
BMW 3 Series,2000,104133,Petrol,Individual,Automatic,Second Owner,34.03,2.2,11,Chennai
BMW 3 Series,2019,83903,Petrol,Dealer,Automatic,Second Owner,15.43,2.2,5,Delhi
BMW 3 Series,2021,61273,CNG,Dealer,Automatic,Second Owner,18.5,1.2,11,Hyderabad
BMW 3 Series,2008,30383,Electric,Dealer,Manual,First Owner,37.13,1.4,11,Surat
BMW 3 Series,2019,44450,Electric,Individual,Automatic,First Owner,17.84,1.2,11,Jaipur
BMW 3 Series,2011,117082,Electric,Dealer,Automatic,Second Owner,36.91,2.2,5,Kolkata
BMW 3 Series,2010,22330,Diesel,Individual,Automatic,First Owner,34.91,2.6,11,Mumbai
BMW 3 Series,2018,90582,Hybrid,Dealer,Manual,First Owner,26.32,1.4,7,Jaipur
BMW 3 Series,2019,32391,Hybrid,Dealer,Automatic,Second Owner,15.84,2.4,11,Chennai
BMW 3 Series,2007,92796,Electric,Individual,Manual,First Owner,31.39,2.6,5,Hyderabad
BMW 3 Series,2017,95219,Hybrid,Individual,Automatic,Second Owner,31.24,1.4,5,Surat
BMW 3 Series,2020,119520,Electric,Individual,Manual,First Owner,26.33,1.0,11,Surat
BMW 3 Series,2019,43633,Electric,Individual,Manual,First Owner,26.21,1.8,5,Delhi
BMW 3 Series,2003,32151,CNG,Individual,Manual,Second Owner,30.21,1.2,7,Jaipur
BMW 3 Series,2014,50071,CNG,Dealer,Manual,First Owner,21.78,1.6,7,Pune
BMW 3 Series,2009,26288,Hybrid,Individual,Automatic,Second Owner,28.9,1.2,7,Delhi
BMW 3 Series,2014,127442,CNG,Dealer,Automatic,Second Owner,16.57,2.6,11,Pune
BMW 3 Series,2001,20343,Electric,Individual,Manual,First Owner,36.66,1.0,11,Pune
BMW 3 Series,2011,126778,Electric,Individual,Automatic,First Owner,34.48,1.8,11,Chennai
BMW 3 Series,2013,113442,Diesel,Individual,Automatic,Second Owner,29.82,1.0,5,Chennai
BMW 3 Series,2016,44534,Hybrid,Individual,Manual,First Owner,23.91,1.2,5,Kolkata
BMW 3 Series,2004,64125,Hybrid,Individual,Automatic,First Owner,15.39,2.4,5,Jaipur
BMW 3 Series,2008,106660,CNG,Dealer,Manual,Second Owner,13.72,1.4,11,Delhi
BMW 3 Series,2009,122382,Hybrid,Dealer,Automatic,First Owner,30.69,2.2,7,Kolkata
MERCEDES-BENZ A-Class,2017,72392,Electric,Dealer,Manual,First Owner,26.12,1.8,7,Hyderabad
MERCEDES-BENZ A-Class,2007,112651,Electric,Individual,Automatic,Second Owner,16.76,1.2,5,Hyderabad
MERCEDES-BENZ A-Class,2021,39531,Petrol,Dealer,Automatic,Second Owner,24.54,2.4,5,Pune
MERCEDES-BENZ A-Class,2016,48337,Diesel,Individual,Automatic,Second Owner,27.74,2.6,11,Pune
MERCEDES-BENZ A-Class,2004,61777,Electric,Dealer,Manual,First Owner,27.26,1.6,5,Surat
MERCEDES-BENZ A-Class,2003,63642,Electric,Individual,Automatic,First Owner,39.23,1.6,11,Kolkata
MERCEDES-BENZ A-Class,2003,84795,Electric,Dealer,Manual,Second Owner,39.39,1.2,7,Chennai
MERCEDES-BENZ A-Class,2022,115000,Diesel,Dealer,Automatic,Second Owner,29.39,1.6,11,Mumbai
MERCEDES-BENZ A-Class,2014,44934,Electric,Dealer,Automatic,First Owner,19.74,1.0,7,Surat
MERCEDES-BENZ A-Class,2008,44660,Petrol,Dealer,Manual,First Owner,16.72,1.2,7,Chennai
MERCEDES-BENZ A-Class,2008,101994,Electric,Dealer,Manual,First Owner,32.66,1.4,5,Hyderabad
MERCEDES-BENZ A-Class,2017,33170,CNG,Dealer,Automatic,Second Owner,38.61,2.0,5,Mumbai
MERCEDES-BENZ A-Class,2014,110344,Diesel,Individual,Manual,First Owner,22.7,2.2,7,Surat
MERCEDES-BENZ A-Class,2019,74027,Diesel,Dealer,Manual,Second Owner,36.27,2.4,11,Kolkata
MERCEDES-BENZ A-Class,2010,37612,Hybrid,Individual,Manual,First Owner,25.45,1.6,11,Jaipur
MERCEDES-BENZ A-Class,2013,57945,Petrol,Dealer,Automatic,First Owner,39.71,1.4,11,Mumbai
MERCEDES-BENZ A-Class,2018,87287,Diesel,Individual,Automatic,Second Owner,12.74,1.8,11,Surat
MERCEDES-BENZ A-Class,2010,111854,Diesel,Dealer,Automatic,First Owner,17.19,2.0,7,Mumbai
MERCEDES-BENZ A-Class,2004,58169,CNG,Dealer,Manual,First Owner,37.76,2.0,7,Bangalore
MERCEDES-BENZ A-Class,2010,96485,Petrol,Individual,Manual,Second Owner,21.05,1.2,5,Delhi
MERCEDES-BENZ A-Class,2013,54545,Petrol,Individual,Automatic,First Owner,35.37,1.8,11,Hyderabad
MERCEDES-BENZ A-Class,2021,28403,Petrol,Individual,Manual,First Owner,16.06,1.2,7,Pune
MERCEDES-BENZ A-Class,2007,80874,Petrol,Dealer,Manual,Second Owner,38.3,1.0,5,Pune
MERCEDES-BENZ A-Class,2009,82848,Diesel,Dealer,Manual,First Owner,26.64,2.4,5,Delhi
MERCEDES-BENZ A-Class,2005,102354,Electric,Dealer,Manual,First Owner,15.24,1.0,5,Delhi
MERCEDES-BENZ A-Class,2010,63669,Diesel,Individual,Manual,First Owner,25.65,2.2,7,Ahmedabad
MERCEDES-BENZ A-Class,2013,67553,Hybrid,Individual,Automatic,Second Owner,36.41,1.0,5,Ahmedabad
MERCEDES-BENZ A-Class,2020,39433,Diesel,Individual,Automatic,Second Owner,17.87,1.2,11,Pune
MERCEDES-BENZ A-Class,2015,70009,Electric,Individual,Automatic,Second Owner,13.81,1.0,7,Jaipur
MERCEDES-BENZ A-Class,2013,30721,Diesel,Dealer,Automatic,Second Owner,29.23,1.8,5,Surat
MERCEDES-BENZ A-Class,2015,71250,Electric,Individual,Automatic,Second Owner,21.18,2.2,5,Bangalore
MERCEDES-BENZ A-Class,2012,49697,Diesel,Individual,Manual,First Owner,13.37,1.4,7,Kolkata
MERCEDES-BENZ A-Class,2007,65667,Diesel,Individual,Manual,First Owner,31.64,1.6,7,Pune
MERCEDES-BENZ A-Class,2007,21378,Electric,Dealer,Automatic,Second Owner,23.69,2.4,11,Chennai
MERCEDES-BENZ A-Class,2017,98351,Hybrid,Individual,Automatic,Second Owner,10.49,2.4,7,Kolkata
MERCEDES-BENZ A-Class,2007,25742,Hybrid,Individual,Automatic,Second Owner,35.04,2.0,5,Bangalore
MERCEDES-BENZ A-Class,2005,22711,CNG,Individual,Automatic,Second Owner,10.04,2.0,7,Hyderabad
MERCEDES-BENZ A-Class,2021,56280,Petrol,Dealer,Manual,First Owner,15.68,1.0,7,Delhi
MERCEDES-BENZ A-Class,2014,95528,Hybrid,Dealer,Manual,Second Owner,13.27,2.2,5,Chennai
MERCEDES-BENZ A-Class,2001,29610,Electric,Individual,Manual,First Owner,26.26,2.0,5,Surat
MERCEDES-BENZ A-Class,2022,62156,Electric,Individual,Automatic,First Owner,13.91,1.6,7,Kolkata
MERCEDES-BENZ A-Class,2001,81784,Diesel,Dealer,Automatic,Second Owner,20.95,2.4,7,Kolkata
MERCEDES-BENZ A-Class,2013,45335,CNG,Dealer,Manual,Second Owner,24.6,1.0,5,Jaipur
MERCEDES-BENZ A-Class,2023,70729,Electric,Dealer,Manual,Second Owner,21.9,2.4,11,Hyderabad
MERCEDES-BENZ A-Class,2001,96454,Petrol,Individual,Automatic,Second Owner,18.94,2.0,7,Pune
MERCEDES-BENZ A-Class,2019,24907,Electric,Individual,Automatic,First Owner,36.39,2.0,7,Delhi
MERCEDES-BENZ A-Class,2021,54661,Electric,Individual,Manual,First Owner,17.98,1.2,5,Jaipur
MERCEDES-BENZ A-Class,2001,29573,CNG,Dealer,Manual,First Owner,30.41,1.0,7,Surat
MERCEDES-BENZ A-Class,2006,79503,Electric,Individual,Manual,First Owner,22.81,2.2,11,Hyderabad
MERCEDES-BENZ A-Class,2012,60678,Hybrid,Dealer,Automatic,Second Owner,13.83,2.4,5,Surat
MERCEDES-BENZ C-Class,2019,32133,Diesel,Individual,Automatic,Second Owner,39.94,2.2,11,Chennai
MERCEDES-BENZ C-Class,2013,67169,Petrol,Dealer,Manual,Second Owner,23.02,1.6,11,Jaipur
MERCEDES-BENZ C-Class,2002,100613,Diesel,Dealer,Manual,First Owner,13.65,2.4,7,Ahmedabad
MERCEDES-BENZ C-Class,2013,68001,Diesel,Individual,Automatic,Second Owner,17.09,2.4,7,Delhi
MERCEDES-BENZ C-Class,2019,116998,Diesel,Dealer,Automatic,First Owner,26.47,2.6,7,Pune
MERCEDES-BENZ C-Class,2014,61212,Diesel,Dealer,Automatic,First Owner,17.66,2.0,5,Surat
MERCEDES-BENZ C-Class,2023,71359,Electric,Individual,Manual,First Owner,35.18,2.0,11,Hyderabad
MERCEDES-BENZ C-Class,2020,84292,Petrol,Dealer,Manual,First Owner,35.45,1.8,5,Ahmedabad
MERCEDES-BENZ C-Class,2007,31807,Electric,Individual,Manual,First Owner,20.38,1.4,5,Jaipur
MERCEDES-BENZ C-Class,2015,64231,Diesel,Dealer,Automatic,First Owner,39.9,1.8,5,Pune
MERCEDES-BENZ C-Class,2011,88159,Electric,Dealer,Manual,Second Owner,20.82,2.4,11,Hyderabad
MERCEDES-BENZ C-Class,2013,103814,CNG,Dealer,Automatic,First Owner,16.36,2.2,5,Mumbai
MERCEDES-BENZ C-Class,2017,29506,Hybrid,Dealer,Manual,Second Owner,14.34,1.8,7,Jaipur
MERCEDES-BENZ C-Class,2014,92496,CNG,Dealer,Automatic,Second Owner,10.01,1.4,7,Ahmedabad
MERCEDES-BENZ C-Class,2019,38247,Electric,Dealer,Automatic,Second Owner,11.83,2.6,5,Kolkata
MERCEDES-BENZ C-Class,2009,39196,Electric,Individual,Manual,First Owner,36.67,1.6,11,Delhi
MERCEDES-BENZ C-Class,2004,22797,CNG,Individual,Manual,First Owner,38.77,1.8,5,Delhi
MERCEDES-BENZ C-Class,2023,47204,Diesel,Individual,Automatic,Second Owner,32.66,1.0,5,Mumbai
MERCEDES-BENZ C-Class,2015,99118,Petrol,Dealer,Automatic,First Owner,24.25,1.8,7,Chennai
MERCEDES-BENZ C-Class,2020,84761,Diesel,Dealer,Automatic,First Owner,12.13,1.0,7,Chennai
MERCEDES-BENZ C-Class,2000,90221,Petrol,Dealer,Manual,First Owner,19.2,1.8,7,Chennai
MERCEDES-BENZ C-Class,2010,112999,Electric,Individual,Manual,Second Owner,28.92,1.4,7,Pune
MERCEDES-BENZ C-Class,2016,39838,Petrol,Individual,Manual,Second Owner,15.49,1.4,7,Surat
MERCEDES-BENZ C-Class,2000,33350,Electric,Individual,Automatic,First Owner,21.19,1.6,11,Bangalore
MERCEDES-BENZ C-Class,2011,25652,CNG,Dealer,Manual,Second Owner,14.59,2.0,11,Hyderabad
MERCEDES-BENZ C-Class,2022,27723,Hybrid,Dealer,Automatic,First Owner,38.9,1.8,7,Hyderabad
MERCEDES-BENZ C-Class,2020,38966,Electric,Individual,Manual,Second Owner,18.12,2.4,7,Jaipur
MERCEDES-BENZ C-Class,2002,43131,Hybrid,Dealer,Manual,Second Owner,23.23,1.6,7,Pune
MERCEDES-BENZ C-Class,2021,47536,CNG,Individual,Manual,Second Owner,23.85,2.0,11,Chennai
MERCEDES-BENZ C-Class,2011,34883,Petrol,Individual,Automatic,Second Owner,19.54,1.4,7,Mumbai
MERCEDES-BENZ C-Class,2004,69822,CNG,Individual,Manual,First Owner,23.87,2.4,5,Kolkata
MERCEDES-BENZ C-Class,2014,47534,Hybrid,Dealer,Automatic,Second Owner,39.45,2.0,11,Jaipur
MERCEDES-BENZ C-Class,2011,108490,CNG,Individual,Automatic,First Owner,36.73,1.8,7,Surat
MERCEDES-BENZ C-Class,2010,96622,Petrol,Dealer,Automatic,First Owner,22.9,2.2,5,Pune
MERCEDES-BENZ C-Class,2019,59584,Electric,Individual,Manual,Second Owner,16.67,2.2,7,Mumbai
MERCEDES-BENZ C-Class,2018,33864,Diesel,Individual,Automatic,Second Owner,21.03,2.4,7,Ahmedabad
MERCEDES-BENZ C-Class,2013,105647,CNG,Dealer,Manual,Second Owner,10.73,1.0,5,Chennai
MERCEDES-BENZ C-Class,2016,32673,Hybrid,Individual,Manual,Second Owner,37.68,1.6,11,Surat
MERCEDES-BENZ C-Class,2014,42245,Electric,Individual,Automatic,First Owner,21.75,2.4,7,Hyderabad
MERCEDES-BENZ C-Class,2001,24317,Diesel,Dealer,Manual,First Owner,24.21,2.6,11,Pune
MERCEDES-BENZ C-Class,2006,42699,CNG,Dealer,Manual,First Owner,34.06,1.4,5,Ahmedabad
MERCEDES-BENZ C-Class,2006,90550,Electric,Dealer,Manual,First Owner,28.27,2.4,7,Mumbai
MERCEDES-BENZ C-Class,2008,83603,CNG,Dealer,Automatic,Second Owner,36.05,1.0,11,Kolkata
MERCEDES-BENZ C-Class,2014,89315,Diesel,Dealer,Automatic,First Owner,22.91,1.0,11,Hyderabad
MERCEDES-BENZ C-Class,2002,124917,CNG,Dealer,Manual,Second Owner,20.74,2.6,11,Hyderabad
MERCEDES-BENZ C-Class,2017,61485,CNG,Dealer,Automatic,First Owner,38.85,1.6,11,Delhi
MERCEDES-BENZ C-Class,2022,127482,Petrol,Dealer,Manual,First Owner,20.04,1.6,7,Bangalore
MERCEDES-BENZ C-Class,2015,53071,Diesel,Individual,Automatic,First Owner,32.7,2.0,5,Surat
MERCEDES-BENZ C-Class,2011,67615,Diesel,Dealer,Manual,First Owner,35.58,1.0,11,Chennai
MERCEDES-BENZ C-Class,2020,60851,Petrol,Individual,Automatic,First Owner,13.92,1.6,7,Kolkata
MERCEDES-BENZ E-Class,2021,47399,CNG,Dealer,Manual,Second Owner,24.1,1.6,7,Ahmedabad
MERCEDES-BENZ E-Class,2000,41109,CNG,Individual,Manual,First Owner,22.56,2.6,7,Jaipur
MERCEDES-BENZ E-Class,2007,79004,CNG,Dealer,Automatic,Second Owner,33.03,1.6,5,Pune
MERCEDES-BENZ E-Class,2012,51688,Hybrid,Dealer,Automatic,Second Owner,10.21,2.0,7,Jaipur
MERCEDES-BENZ E-Class,2014,50767,Petrol,Individual,Automatic,First Owner,27.56,2.0,11,Chennai
MERCEDES-BENZ E-Class,2015,84664,Electric,Dealer,Manual,Second Owner,29.48,2.4,11,Bangalore
MERCEDES-BENZ E-Class,2012,56698,Hybrid,Dealer,Automatic,Second Owner,32.01,2.6,11,Ahmedabad
MERCEDES-BENZ E-Class,2018,65276,CNG,Dealer,Manual,First Owner,37.63,2.0,7,Pune
MERCEDES-BENZ E-Class,2007,33675,CNG,Dealer,Manual,Second Owner,35.62,1.8,11,Chennai
MERCEDES-BENZ E-Class,2009,59921,CNG,Dealer,Automatic,Second Owner,21.11,2.6,7,Mumbai
MERCEDES-BENZ E-Class,2004,85268,CNG,Individual,Manual,Second Owner,26.84,2.6,11,Delhi
MERCEDES-BENZ E-Class,2023,28828,CNG,Dealer,Manual,Second Owner,27.78,1.6,7,Delhi
MERCEDES-BENZ E-Class,2019,25244,Diesel,Individual,Automatic,Second Owner,28.51,1.6,7,Mumbai
MERCEDES-BENZ E-Class,2003,39634,Petrol,Individual,Manual,First Owner,16.7,2.4,5,Kolkata
MERCEDES-BENZ E-Class,2011,98163,Diesel,Individual,Automatic,First Owner,23.14,2.4,7,Chennai
MERCEDES-BENZ E-Class,2006,56139,Electric,Dealer,Manual,Second Owner,36.58,1.0,7,Chennai
MERCEDES-BENZ E-Class,2017,40900,CNG,Dealer,Automatic,First Owner,29.96,2.4,7,Bangalore
MERCEDES-BENZ E-Class,2008,89920,Diesel,Individual,Manual,First Owner,33.65,2.6,5,Kolkata
MERCEDES-BENZ E-Class,2014,94151,Hybrid,Dealer,Automatic,Second Owner,35.09,1.0,7,Delhi
MERCEDES-BENZ E-Class,2002,105544,Diesel,Dealer,Automatic,Second Owner,29.87,1.8,11,Ahmedabad
MERCEDES-BENZ E-Class,2022,46571,Petrol,Dealer,Automatic,First Owner,22.04,1.2,11,Ahmedabad
MERCEDES-BENZ E-Class,2022,39663,Diesel,Dealer,Automatic,First Owner,16.51,2.4,7,Ahmedabad
MERCEDES-BENZ E-Class,2005,20736,CNG,Individual,Manual,First Owner,28.81,2.2,5,Chennai
MERCEDES-BENZ E-Class,2002,40996,CNG,Dealer,Automatic,Second Owner,34.48,2.2,11,Jaipur
MERCEDES-BENZ E-Class,2019,35031,Diesel,Individual,Manual,First Owner,17.1,2.6,7,Hyderabad
MERCEDES-BENZ E-Class,2004,124457,Diesel,Dealer,Automatic,First Owner,11.43,2.2,7,Hyderabad
MERCEDES-BENZ E-Class,2013,21053,Electric,Dealer,Automatic,Second Owner,24.67,2.6,5,Pune
MERCEDES-BENZ E-Class,2015,114929,Petrol,Individual,Automatic,First Owner,17.57,1.2,7,Jaipur
MERCEDES-BENZ E-Class,2002,68902,Petrol,Individual,Automatic,Second Owner,39.79,2.0,7,Surat
MERCEDES-BENZ E-Class,2008,92367,Hybrid,Individual,Automatic,Second Owner,12.0,2.4,7,Mumbai
MERCEDES-BENZ E-Class,2012,34287,Electric,Dealer,Manual,First Owner,10.43,2.2,5,Pune
MERCEDES-BENZ E-Class,2006,72205,Petrol,Individual,Manual,First Owner,30.55,2.4,11,Pune
MERCEDES-BENZ E-Class,2017,96993,Diesel,Individual,Automatic,Second Owner,21.63,2.0,5,Hyderabad
MERCEDES-BENZ E-Class,2011,51830,Diesel,Dealer,Manual,First Owner,32.92,1.0,7,Bangalore
MERCEDES-BENZ E-Class,2018,125492,Electric,Individual,Manual,Second Owner,16.28,1.0,5,Mumbai
MERCEDES-BENZ E-Class,2011,126366,Hybrid,Dealer,Automatic,Second Owner,34.5,1.2,7,Delhi
MERCEDES-BENZ E-Class,2017,23955,Hybrid,Dealer,Manual,Second Owner,29.63,1.0,11,Hyderabad
MERCEDES-BENZ E-Class,2001,99350,Electric,Dealer,Manual,Second Owner,14.74,2.6,7,Chennai
MERCEDES-BENZ E-Class,2017,99373,Petrol,Individual,Automatic,Second Owner,39.07,1.0,7,Surat
MERCEDES-BENZ E-Class,2000,100011,Petrol,Individual,Automatic,Second Owner,38.1,1.2,5,Ahmedabad
MERCEDES-BENZ E-Class,2006,78923,Petrol,Individual,Automatic,Second Owner,15.25,1.6,11,Pune
MERCEDES-BENZ E-Class,2011,88715,Hybrid,Dealer,Manual,Second Owner,24.47,1.0,11,Delhi
MERCEDES-BENZ E-Class,2001,52482,Diesel,Dealer,Automatic,First Owner,17.58,2.0,5,Hyderabad
MERCEDES-BENZ E-Class,2019,69661,CNG,Dealer,Manual,First Owner,34.09,1.8,11,Ahmedabad
MERCEDES-BENZ E-Class,2000,70560,CNG,Dealer,Automatic,Second Owner,30.34,1.0,11,Bangalore
MERCEDES-BENZ E-Class,2003,56436,Electric,Individual,Automatic,Second Owner,32.49,1.8,11,Pune
MERCEDES-BENZ E-Class,2014,90927,CNG,Dealer,Manual,Second Owner,22.9,2.6,5,Delhi
MERCEDES-BENZ E-Class,2009,126270,Diesel,Dealer,Automatic,First Owner,35.33,1.4,7,Delhi
MERCEDES-BENZ E-Class,2001,23458,Petrol,Individual,Automatic,First Owner,23.61,2.6,5,Jaipur
MERCEDES-BENZ E-Class,2011,110028,Electric,Dealer,Manual,First Owner,10.45,2.2,11,Hyderabad
MERCEDES-BENZ S-Class,2014,33391,CNG,Individual,Manual,First Owner,29.92,1.2,5,Pune
MERCEDES-BENZ S-Class,2007,20677,Petrol,Individual,Automatic,First Owner,39.19,1.8,5,Ahmedabad
MERCEDES-BENZ S-Class,2006,94706,CNG,Dealer,Automatic,Second Owner,19.06,2.4,5,Surat
MERCEDES-BENZ S-Class,2004,62033,Diesel,Dealer,Automatic,First Owner,23.65,2.4,5,Kolkata
MERCEDES-BENZ S-Class,2018,32374,Diesel,Individual,Automatic,Second Owner,39.32,2.0,11,Kolkata
MERCEDES-BENZ S-Class,2023,103595,Petrol,Individual,Manual,First Owner,35.68,1.0,11,Surat
MERCEDES-BENZ S-Class,2014,126682,Diesel,Dealer,Automatic,First Owner,15.23,2.4,5,Mumbai
MERCEDES-BENZ S-Class,2008,86817,Diesel,Dealer,Manual,Second Owner,23.71,2.4,5,Kolkata
MERCEDES-BENZ S-Class,2001,59428,Petrol,Individual,Manual,First Owner,37.78,1.0,5,Kolkata
MERCEDES-BENZ S-Class,2003,97327,Hybrid,Individual,Automatic,Second Owner,22.37,1.0,11,Chennai
MERCEDES-BENZ S-Class,2006,30055,Electric,Dealer,Manual,Second Owner,13.24,2.0,7,Bangalore
MERCEDES-BENZ S-Class,2023,23216,Electric,Individual,Automatic,First Owner,17.69,2.4,7,Hyderabad
MERCEDES-BENZ S-Class,2009,93630,Diesel,Dealer,Automatic,Second Owner,21.16,2.2,11,Surat
MERCEDES-BENZ S-Class,2016,128246,Diesel,Individual,Manual,Second Owner,18.25,1.6,11,Pune
MERCEDES-BENZ S-Class,2005,68478,Hybrid,Individual,Automatic,First Owner,16.64,1.0,5,Bangalore
MERCEDES-BENZ S-Class,2020,51595,Hybrid,Individual,Manual,First Owner,23.5,2.0,7,Chennai
MERCEDES-BENZ S-Class,2000,98545,Electric,Dealer,Manual,Second Owner,34.31,1.6,11,Kolkata
MERCEDES-BENZ S-Class,2003,27257,Diesel,Individual,Automatic,First Owner,38.13,2.0,5,Chennai
MERCEDES-BENZ S-Class,2003,36533,Diesel,Individual,Automatic,Second Owner,12.32,1.2,7,Delhi
MERCEDES-BENZ S-Class,2013,80007,Electric,Individual,Automatic,Second Owner,21.31,2.2,5,Bangalore
MERCEDES-BENZ S-Class,2016,29152,CNG,Individual,Automatic,Second Owner,36.5,1.8,11,Delhi
MERCEDES-BENZ S-Class,2018,66321,Diesel,Dealer,Manual,Second Owner,30.51,1.0,7,Jaipur
MERCEDES-BENZ S-Class,2020,29984,Electric,Individual,Manual,First Owner,38.14,2.6,11,Jaipur
MERCEDES-BENZ S-Class,2016,54879,Petrol,Individual,Automatic,Second Owner,27.56,2.6,11,Hyderabad
MERCEDES-BENZ S-Class,2005,104036,Hybrid,Individual,Manual,First Owner,21.57,2.2,11,Pune
MERCEDES-BENZ S-Class,2015,34762,Diesel,Individual,Automatic,First Owner,22.51,1.4,7,Hyderabad
MERCEDES-BENZ S-Class,2011,80550,Electric,Dealer,Manual,First Owner,32.14,2.6,7,Delhi
MERCEDES-BENZ S-Class,2009,46755,Diesel,Individual,Manual,Second Owner,11.96,1.4,11,Ahmedabad
MERCEDES-BENZ S-Class,2014,41079,Petrol,Individual,Automatic,Second Owner,33.23,2.0,7,Delhi
MERCEDES-BENZ S-Class,2012,90324,CNG,Individual,Automatic,First Owner,32.37,2.6,7,Pune
MERCEDES-BENZ S-Class,2009,27405,Diesel,Individual,Manual,Second Owner,39.16,1.8,11,Mumbai
MERCEDES-BENZ S-Class,2000,93047,Hybrid,Individual,Automatic,First Owner,13.03,1.0,7,Chennai
MERCEDES-BENZ S-Class,2016,128804,CNG,Individual,Manual,First Owner,24.38,2.0,5,Bangalore
MERCEDES-BENZ S-Class,2019,45405,Diesel,Dealer,Automatic,Second Owner,32.66,1.2,7,Delhi
MERCEDES-BENZ S-Class,2009,73213,Electric,Individual,Manual,First Owner,29.16,2.6,11,Kolkata
MERCEDES-BENZ S-Class,2004,99251,Electric,Individual,Manual,Second Owner,16.77,1.6,7,Surat
MERCEDES-BENZ S-Class,2013,128828,Electric,Individual,Automatic,Second Owner,34.64,1.8,5,Surat
MERCEDES-BENZ S-Class,2013,76511,Petrol,Individual,Manual,Second Owner,30.65,2.2,5,Hyderabad
MERCEDES-BENZ S-Class,2000,34857,CNG,Individual,Manual,Second Owner,23.27,1.8,7,Delhi
MERCEDES-BENZ S-Class,2020,22440,CNG,Dealer,Manual,First Owner,25.23,1.6,7,Delhi
MERCEDES-BENZ S-Class,2010,31151,Petrol,Individual,Manual,Second Owner,17.47,1.4,7,Surat
MERCEDES-BENZ S-Class,2020,118836,Hybrid,Dealer,Manual,Second Owner,30.6,2.2,11,Pune
MERCEDES-BENZ S-Class,2017,29130,CNG,Dealer,Automatic,Second Owner,33.94,1.0,11,Jaipur
MERCEDES-BENZ S-Class,2011,60681,Diesel,Dealer,Automatic,Second Owner,10.63,1.8,11,Kolkata
MERCEDES-BENZ S-Class,2000,81836,CNG,Individual,Automatic,Second Owner,21.95,2.6,5,Mumbai
MERCEDES-BENZ S-Class,2018,103424,Diesel,Dealer,Manual,Second Owner,29.02,2.0,5,Jaipur
MERCEDES-BENZ S-Class,2004,122833,Petrol,Dealer,Manual,Second Owner,20.46,1.8,7,Delhi
MERCEDES-BENZ S-Class,2012,28936,CNG,Individual,Manual,Second Owner,16.88,2.6,7,Mumbai
MERCEDES-BENZ S-Class,2008,42150,Diesel,Individual,Manual,First Owner,19.88,1.0,7,Ahmedabad
MERCEDES-BENZ S-Class,2011,44607,Hybrid,Dealer,Manual,Second Owner,15.38,1.6,11,Hyderabad
AUDI A3,2003,81322,Diesel,Individual,Automatic,First Owner,31.54,1.2,11,Chennai
AUDI A3,2014,61388,Electric,Individual,Manual,Second Owner,13.9,1.2,11,Jaipur
AUDI A3,2005,78949,Hybrid,Individual,Automatic,First Owner,39.04,2.4,11,Jaipur
AUDI A3,2008,94102,CNG,Individual,Manual,Second Owner,15.78,2.0,11,Hyderabad
AUDI A3,2011,79169,CNG,Dealer,Automatic,First Owner,35.4,1.6,5,Chennai
AUDI A3,2001,69065,Diesel,Individual,Automatic,Second Owner,10.95,1.0,5,Bangalore
AUDI A3,2023,118645,Electric,Individual,Manual,Second Owner,13.73,1.4,11,Jaipur
AUDI A3,2001,87720,Electric,Dealer,Manual,First Owner,20.58,1.8,7,Bangalore
AUDI A3,2020,53320,Petrol,Dealer,Automatic,Second Owner,18.9,1.2,7,Hyderabad
AUDI A3,2001,62811,CNG,Individual,Automatic,First Owner,14.07,1.6,11,Surat
AUDI A3,2005,87618,Electric,Individual,Automatic,Second Owner,29.64,1.8,5,Surat
AUDI A3,2005,31125,Electric,Individual,Automatic,First Owner,16.51,1.6,7,Ahmedabad
AUDI A3,2014,43015,Electric,Individual,Manual,First Owner,35.16,2.2,7,Bangalore
AUDI A3,2017,98599,Diesel,Individual,Manual,First Owner,23.32,1.2,7,Delhi
AUDI A3,2016,98397,Hybrid,Dealer,Automatic,First Owner,18.06,1.0,11,Mumbai
AUDI A3,2022,56581,Petrol,Dealer,Automatic,First Owner,14.91,1.0,11,Pune
AUDI A3,2001,74824,Electric,Dealer,Manual,Second Owner,14.81,2.6,11,Jaipur
AUDI A3,2009,96330,Electric,Individual,Manual,Second Owner,25.31,2.4,5,Chennai
AUDI A3,2015,54738,Petrol,Dealer,Manual,Second Owner,24.07,2.6,11,Delhi
AUDI A3,2005,59249,Petrol,Individual,Automatic,First Owner,19.38,1.2,11,Bangalore
AUDI A3,2015,39430,Hybrid,Individual,Automatic,First Owner,15.58,2.6,5,Chennai
AUDI A3,2007,51520,CNG,Individual,Manual,Second Owner,13.01,2.4,7,Chennai
AUDI A3,2005,59454,Hybrid,Individual,Manual,First Owner,29.9,1.6,5,Pune
AUDI A3,2000,61250,Petrol,Dealer,Automatic,Second Owner,10.43,2.2,7,Pune
AUDI A3,2000,88892,Electric,Individual,Automatic,Second Owner,13.84,2.6,11,Hyderabad
